Index,PID,Title,Type,Abstract,Created Date,Genre,Author,DOI,Date,Date Available,Subtype,Place of Publication,Publisher,Keywords,Subject
51,UQ:362994,Transit-oriented design in the Netherlands,Journal Article,"The article illustrates the extent to which ideal internationally formulated transit-oriented development (TOD) principles and models are relevant to Dutch circumstances and perceptions. The evidence presented in the article suggests that while Dutch TOD specialists agree with many of the basic TOD design principles laid out in the international literature, their views about specific design aspects are closely linked to national cultural predilections and practices. The data was obtained through a design workshop involving key TOD specialists (academics, policy officials, and consultants) using a multi-media approach.",2015-06-14T00:32:45Z,Journal Article,"Pojani, Dorina| Stead, Dominic|",10.1177/0739456X15573263,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,Article (original research),"Thousand Oaks, CA, United States",SAGE Publications,The Netherlands| TOD| Transit-oriented development| Urban design|,"3305 Geography, Planning and Development| 3303 Development| 3322 Urban Studies|"
52,UQ:381154,Santa Monica's Third Street Promenade: the failure and resurgence of a downtown pedestrian mall,Journal Article,"This article provides an overview of planning policy, practice, and theory related to downtown pedestrian malls in the US from the 1960s to present day taking into account social, economic, and design issues. It attempts to explain why most pedestrian malls failed and to recount the history of Santa Monica's downtown pedestrian mall. The story of this pedestrian mall is particularly interesting because the original mall, built in the 1960s, was a complete failure. Subsequently, the mall was entirely redeveloped in the 1980s and became a nationally recognized success. As interest in planning downtown pedestrian areas and alternative transportation modes has recently revived in the US, an explanation of the forces behind this turnaround is particularly illuminating.",2016-03-01T15:18:14Z,Journal Article,"Pojani, Dorina|",10.1057/udi.2008.8,2008-01-01T00:00:00Z,2008-09-01T00:00:00Z,Article (original research),"London, United Kingdom",Palgrave Macmillan,"Geography, Planning and Development| Urban Studies|",
53,UQ:730852,Cars as a status symbol: youth attitudes toward sustainable transport in a post-socialist city,Journal Article,"This article discusses the mobility intentions of adolescents in Tirana, Albania - one of the least studied areas of Central and Eastern Europe. The main research question - explored through Structural Equation Modelling (SEM) - is whether now, nearly three decades after the demise of state socialism, cars are still considered as a necessity and/or a status symbol among adolescents This group never experienced socialism and its extreme restrictions on car ownership and use. Although Tirana is a very compact city with work, services, and social contacts typically within walking distance, the findings indicate that most adolescents in Tirana, including those who do not particularly like cars and driving, intend to purchase cars and drive in the future. Cars remain a strong status symbol. This does do not bode well for transport sustainability. If unchecked, adolescents' intentions might directly translate into car-dependent travel behavior in the future. (C) 2018 Elsevier Ltd. All rights reserved.",2018-06-27T01:09:56Z,Journal Article,"Pojani, Elona| Van Acker, Veronique| Pojani, Dorina|",10.1016/j.trf.2018.06.003,2018-10-01T00:00:00Z,2018-10-01T00:00:00Z,Article (original research),"Kidlington, Oxford, United Kingdom",Pergamon Press,Applied Psychology| Automotive Engineering| Transportation|,2205 Civil and Structural Engineering| 2203 Automotive Engineering| 3313 Transportation| 3202 Applied Psychology|
54,UQ:d927faf,Gentrification in Australias largest cities: a birds-eye view,Journal Article,"This study measures where gentrification has been occurring in the past decade in Australias three major cities: Brisbane, Sydney and Melbourne. Based on existing theory, an analytical framework is built to locate gentrification, which takes into account various demographic indicators and spatial markers. The findings are quite surprising, and contradict earlier urban geography theories that frame gentrification as an inner-city phenomenon. The highest levels of gentrification are not found in the immediate inner cities but rather in a band located 515km from the CBDs. In contrast to outer suburbs, the inner suburbs in all three cities are relatively stable and affluent at this point, with median house prices surpassing one million dollars, and median incomes substantially higher than average. The new middle class which has traditionally been associated with inner city gentrification is unable to access the housing market in these previously gentrified suburbs, and is therefore moving outwards.",2020-06-28T04:10:03Z,Journal Article,"Pegler, Claudia| Li, Hankan| Pojani, Dorina|",10.1080/07293682.2020.1775666,2020-06-27T00:00:00Z,2020-01-01T00:00:00Z,Article (original research),"Melbourne, VIC, Australia",Routledge,"Geography, Planning and Development| Urban Studies|","3305 Geography, Planning and Development| 3322 Urban Studies|"
55,UQ:355170,"Ideas, Interests, and Institutions: Explaining Dutch Transit-Oriented Development Challenges",Journal Article,"As a planning concept, transit-oriented development (TOD) has become popular in the Netherlands over the last few decades. However, the transition from planning concept to development practice has been fraught with difficulties. Where TOD projects have been implemented, they have often met with limited success in terms of livability and market viability. This paper examines TOD-related efforts in the Netherlands and the reasons for their difficulties up to now. The analysis is built around an analytical framework, which considers the role of ideas, interests, and institutions, as well as their interaction, in affecting the outcomes of these TOD efforts.",2015-03-30T14:48:55Z,Journal Article,"Pojani, Dorina| Stead, Dominic|",10.1068/a130169p,2014-04-22T00:00:00Z,2014-01-01T00:00:00Z,Article (original research),"London,United Kingdom",Pion,Transit orientated development (TOD)| Netherlands| Ideas| Interests| Institutions| Decision making process| Planning policy change|,"3305 Geography, Planning and Development| 2301 Environmental Science (miscellaneous)|"
56,UQ:dd917ab,How does weather affect bikeshare use? A comparative analysis of forty cities across climate zones,Data Collection,"Input data for paper, R code to produce models and output, PDF files for figures in paper, summary statistics, and climate classifications",2021-08-06T02:19:38Z,Data Collection,Richard Bean| Dorina Pojani| Jonathan Corcoran|,10.17632/2nxpvtz935.2,2021-08-06T00:00:00Z,,,,Mendeley Data,bike sharing| geographical information systems| UTCI| climate change| weather| cycling| bike share systems| temperature| precipitation| JCDecaux|,120506 Transport Planning| 4101 Climate change impacts and adaptation| 440611 Transport geography| 440612 Urban geography| 401302 Geospatial information systems and geospatial data modelling|
57,UQ:499777,Is the suburban dream still alive in Australia? Evidence from Brisbane,Journal Article,"In view of major contemporary concerns about urban sprawl and related externalities, this article investigates the motivations of suburban residents for choosing this lifestyle, their level of satisfaction with a low-density, car-oriented environment, and their potential interest in embracing alternative living arrangements (i.e. compact urban settings). Interviews conducted in Brisbane, Australia, reveal that the suburban dream is still very alive. A number of factors, including life stage (i.e. the child-rearing stage), lifestyle (preference for peace and quiet), space (i.e. large home and garden), affordability (i.e. exorbitant house prices in the inner city), and tradition (i.e. the Australian Dream), negatively influence suburbanites intention to pursue urban living. A few factors, including accessibility and, to a lesser extent, environmental consciousness and amenity (i.e. lack of safety concerns in the inner city, public transport orientation, and the good quality of city schools), positively influence peoples interest in pursuing compact urban living. Overall, the results are discouraging in terms of Australias urban sustainability outlook.",2017-03-06T23:58:35Z,Journal Article,"Willing, Roxanne| Pojani, Dorina|",10.1080/07293682.2017.1296875,2017-03-06T00:00:00Z,2017-01-01T00:00:00Z,Article (original research),"Melbourne, VIC Australia",Routledge,"Suburbs| Suburban living| Behavioural studies| Cultural aspects| Brisbane, Australia|","3305 Geography, Planning and Development| 3322 Urban Studies|"
58,UQ:355181,"Keep the children walking: active school travel in Tirana, Albania",Journal Article,"This paper examines how characteristics of the physical and socio-economic environment influence children's school travel mode in Tirana, the capital of Albania. A survey of students aged 11 to 13, revealed that an overwhelming majority walk to school, while bicycling and bus use are minimal. Students who walk to school often do so as part of a larger group of schoolmates, attend schools that are located relatively near their house, are faced with relatively few major road crossings during their journey, and belong to families that are less likely to own a car. Children who are driven to school (only 13.5% of our sample) usually have higher-income families and live farther from the school. Although Tirana's high residential density has some environmental drawbacks, we deem it positive in that its result is that most students live very close to their schools and in close proximity to classmates walking to school. The fine grain pattern of the urban public school network contributes to the short distances between schools and homes. We provide a number of recommendations for the promotion of walking in home-school trips, as well as for the future physical development of the city and the school network.",2015-03-30T15:26:49Z,Journal Article,"Pojani, Dorina| Boussauw, Kobe|",10.1016/j.jtrangeo.2014.05.012,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,Article (original research),"Kidlington, Oxford, United Kingdom",Pergamon Press,School travel| Walkability| Pedestrian transport| Tirana| Albania|,"3305 Geography, Planning and Development| 3313 Transportation| 2300 Environmental Science|"
59,UQ:406971,How does our natural and built environment affect the use of bicycle sharing?,Journal Article,"Public bicycle-sharing programs (PBSP) are short-term bicycle hire systems. In recent years their popularity has soared. This study examined Brisbanes CityCycle scheme, the largest PBSP in Australia, and investigated the role of (natural and built) environmental features on usage. The study addressed four research questions: (1) What are dynamics of PBSP use in terms of travel time, speed, and distance? (2) What is the relationship between PBSP participation and cycling infrastructure? (3) How does land-use affect PBSP usage? (4) How does topography affect PBSP usage? To answer these four questions, the authors analysed large existing datasets on CityCycle usage, land-use, topography, and cycling infrastructure, which were each obtained through multiple sources. Correlation and regression analysis were employed to establish significant relationships amongst variables. It was found that: most users take short trips within the free initial period provided under the CityCycle scheme and do not incur any charges other than for membership; PBSP use is strongly correlated with the length of off-road bikeways near each CityCycle station; CityCycle is more frequently used on weekends and for recreational purposes; loop journeys, which are also associated with leisure trips, are popular in Brisbane, especially on weekends; leisure trips are taken at a relatively slower pace than utilitarian trips; during weekdays, a trimodal peak is clearly evident, with PBSP commute trips in the morning and evening peaks and a smaller but significant peak around lunchtime; and users avoid returning CityCycle bicycles to stations located on hilltops. These findings can collectively enhance both the siting and design of PBSP, thereby optimizing investments in sustainable mobility.",2016-10-01T13:37:59Z,Journal Article,"Mateo-Babiano, Iderlina| Bean, Richard| Corcoran, Jonathan| Pojani, Dorina|",10.1016/j.tra.2016.09.015,2016-12-01T00:00:00Z,2016-01-01T00:00:00Z,Article (original research),"Kidlington, Oxford United Kingdom",Pergamon Press,Management Science and Operations Research| Civil and Structural Engineering| Transportation|,2205 Civil and Structural Engineering| 3313 Transportation| 1803 Management Science and Operations Research|
60,UQ:37184a9,NIMBYism as a barrier to housing and social mix in San Francisco,Journal Article,"We explore the participation levels of NIMBY (Not In My Backyard) proponents versus other voices at public hearings San Francisco, a city with an exceptionally dire housing crisis. Once very diverse, radical, and bohemian, San Francisco has become the most expensive city in the US, which caters to a wealthy minorityheavily connected to the tech industries of the neighboring Silicon Valley. Taking a qualitative approach, we review videos of planning commission meetings between 2018 and 2019 in San Francisco in which housing development proposals are considered. We find that NIMBYism continues to dominate the dialog at public hearings on development proposals. Planning meetings appear to be dominated by older, white, and financially stable residents, and this is a major (though not sole) barrier to the citys social mix.",2021-05-28T00:16:58Z,Journal Article,"McNee, Georgina| Pojani, Dorina|",10.1007/s10901-021-09857-6,2021-05-26T00:00:00Z,2021-01-01T00:00:00Z,Article (original research),"Dordrecht, Netherlands",Springer Netherlands,"Geography, Planning and Development| Urban Studies|",
61,UQ:7b03618,Why Do Some BRT Systems in the Global South Fail to Perform or Expand?,Book Chapter,"More than 165 cities on 6 continents have implemented BRT systems. While most have been successful, some have failedeither to perform at a high level or to expand further. This chapter examines the reasons for failures, which can be as illuminating as the reasons for successes. Five case studies are included: Bangkok, Delhi, Hanoi, Lagos, and Lima. The analysis is structured according to an existing theoretical framework, which considers: (1) institutional and legislative context; (2) political leadership and commitment; (3) management of competing modes; (4) public participation; (5) funding and coordination; (6) physical design; and (7) image promotion.",2019-01-29T10:43:11Z,Book Chapter,"Nguyen, Minh Hieu| Pojani, Dorina|",10.1016/bs.atpp.2018.07.005,2018-01-01T00:00:00Z,,Research book chapter (original research),"Cambridge, MA United States",Elsevier,Bangkok| Barriers| Bus rapid transit (BRT)| Delhi| Hanoi| Lagos| Lima|,3313 Transportation|
62,UQ:4909588,The impact of Covid-19 on children's active travel to school in Vietnam,Journal Article,"This is among the first studies to provide empirical evidence on active school travel rates and determinants before and after the first Covid-19 lockdown in spring 2020. We have collected and analyzed primary survey data on the school travel patterns of 472 school-age children in Hanoi, Vietnam. The findings show that the Covid-19 pandemic has been quite detrimental: once schools reopened, the prevalence of active school travel decreased from 53% to less than 31%. Where parents, especially mothers, did not face barriers to motorized travel, they assumed the role of chauffeur. Parents who were more concerned about community infections were more motivated to shift children to motorized modes. Walking was more affected than cycling because it was seen as more likely to lead to physical contact and virus transmission. Active school travel dropped more steeply in urban districts (as opposed to poorer, non-urban districts) and in those areas where home-school distances were the largest. It appears that the most common perceptions around barriers to active school travel have been exacerbated during the pandemic as parents and children adapt to the new normal.",2021-09-12T01:36:37Z,Journal Article,"Nguyen, Minh Hieu| Pojani, Dorina| Nguyen, Thanh Chuong| Ha, Thanh Tung|",10.1016/j.jtrangeo.2021.103191,2021-10-01T00:00:00Z,2021-01-01T00:00:00Z,Article (original research),"Oxford, United Kingdom",Elsevier,"General Environmental Science| Transportation| Geography, Planning and Development|","3305 Geography, Planning and Development| 3313 Transportation| 2300 Environmental Science|"
63,UQ:68fffad,Why are cities removing their freeways? A systematic review of the literature,Journal Article,"A scientific consensus has recently emerged suggesting that the dominant twentieth century paradigm of solving transportation congestion problems by building more freeways failed. The legacy of the freeway construction era is clearly visible in polluted and congested cities worldwide. To battle these ills, planning academics have been promoting more sustainable built form aligned with dedicated public/active transport provision. Partly as a result of the push coming from academia, a number of cities have sought to remove their freeways and replace the freed up space with alternate transport infrastructure, such as streets and boulevards. To discern if the transportation planning profession is currently undergoing a paradigm shift or whether freeway removal is merely a temporary fad, we have conducted a systematic review of the literature. In this article, we unpack the underlying reasons which have led some cities to removing their freeways. Results reveal that a paradigm shift has arguably not yet taken place in transportation planning. While many cities are creating human-scale and active transport spaces, currently these spaces tend to coexist alongside freeways. American cities, which were once the pioneers of freeway construction, appear to be lagging behind cities in Europe and Asia in this respect. If the current pace of freeway removal continues, it may take a few decades before the transportation planners, politicians, policy makers, and communities adopt radically different norms, methods, and goals. However, a radical approach may need to be taken sooner given alarming global warming predictions.",2020-03-24T00:30:23Z,Journal Article,"Khalaj, Fahimeh| Pojani, Dorina| Sipe, Neil| Corcoran, Jonathan|",10.1080/01441647.2020.1743919,2020-03-23T00:00:00Z,2020-03-24T00:00:00Z,Article (original research),"Abingdon, Oxon, United Kingdom",Routledge,Highway removal| Freeway removal| Paradigm shift| Transportation planning| Boulevards|,3313 Transportation|
64,UQ:71fcf67,Public space privatisation: are users concerned?,Journal Article,"Academics have decried the erosion of public space under the neoliberal practices that have taken root since the 1980s in cities around the world. However, it is unclear whether users are concerned about the ownership of the urban spaces they use. To find out, this study surveyed users and observed their behaviour in three types of public spaces in Liverpool, UK: one entirely private development, one public-private partnership, and one urban renewal project taken over by a grassroots organization. The findings indicate that users appreciate privatised areas for the pleasant, clean, and safe environment they offer, as well as for the socialising opportunities. At the same time, privatised spaces send subtle signals to users that certain activities, people, or behaviours are not tolerated or encouraged. To reinforce the democratic essence of public space, values of appropriation should be safeguarded in all types of urban spaces, including privately produced ones.",2021-06-15T05:59:09Z,Journal Article,"Leclercq, Els| Pojani, Dorina|",10.1080/17549175.2021.1933572,2021-06-14T00:00:00Z,2021-01-01T00:00:00Z,Article (original research),"Abingdon, Oxon, United Kingdom",Routledge,"Geography, Planning and Development| Urban Studies|","3305 Geography, Planning and Development| 3322 Urban Studies|"
65,UQ:546895,"A decade of transit oriented development policies in Brisbane, Australia: development and land-use impacts",Journal Article,"Transit-Oriented Development (TOD) involves intense, mixed development around transit nodes. This article investigates the extent to which TOD policies have become reality in Brisbane, a city of two million in eastern Australia, which has embraced TOD at a policy level. It also aims to present a straightforward method which cities in Australia and internationally can employ to measure the outcomes of their TOD policies. Through GIS analysis, the authors measure the level of concentration of population, dwellings, and jobs in rail-based TOD nodesas opposed to areas that are unserved by the train network. The results do not support the notion that Brisbane is a transit-oriented city. Nonetheless, there is a moderate trend toward the concentration of people and dwellings in TOD areas. The planning sector could accelerate this trend through policy measures.",2017-04-10T06:03:11Z,Journal Article,"Yang, Katie| Pojani, Dorina|",10.1080/08111146.2017.1294537,2017-04-10T00:00:00Z,2017-01-01T00:00:00Z,Article (original research),"Melbourne, VIC Australia",Routledge,"Transit Oriented Development| Brisbane, Australia| GIS analysis|","3305 Geography, Planning and Development| 3322 Urban Studies|"
66,UQ:365209,Sustainable urban transport in the developing world: beyond megacities,Journal Article,"Megacities have frequently received a disproportionate amount of attention over other sizes of cities in recent discourse on urban sustainability. In this article, the authors argue that a focus on smaller and medium-sized cities is crucial to achieving substantial progress towards more sustainable urban development, not only because they are home to at least a quarter of the worlds population but because they also offer great potential for sustainable transformations. In principle, their size allows for flexibility in terms of urban expansion, adoption of green travel modes, and environmental protection. At the same time, smaller and medium-sized cities often have fewer resources to implement new transport measures and can be more vulnerable to fluctuations in the world economy. This article critically reviews the potential role and impact of nine commonly considered options for sustainable urban transport in cities in developing countries: (1) road infrastructure; (2) rail-based public transport; (3) road-based public transport; (4) support for non-motorized travel modes; (5) technological solutions; (6) awareness-raising campaigns; (7) pricing mechanisms; (8) vehicle access restrictions; and (9) control of land-uses. Drawing on international research and examples of policies to reduce the environmental impacts of transport in urban areas, this article identifies some key lessons for sustainable urban transport in smaller and medium-sized cities in developing countries. These lessons are certainly not always identical to those for megacities in the global south.",2015-07-21T02:47:53Z,Journal Article,"Pojani, Dorina| Stead, Dominic|",10.3390/su7067784,2015-06-17T00:00:00Z,2017-01-01T00:00:00Z,Article (original research),"Basel, Switzerland",MDPI,Developing cities| Medium-sized cities| Sustainable transport| Urban transport|,"3305 Geography, Planning and Development| 2105 Renewable Energy, Sustainability and the Environment| 2308 Management, Monitoring, Policy and Law|"
67,UQ:722258,How do sprawl and inequality affect well-being in American cities?,Journal Article,"This study investigates whether income inequality is related to sprawl and wellbeing in American cities. The results do not provide evidence to support the role of income inequality as a mediator of the link between sprawl and well-being. Instead, the results tell a more nuanced story. Specifically, they indicate that consistent with a priori expectations, lower levels of sprawl are, on average, associated with lower levels of income inequality. Additionally, lower levels of sprawl correspond to higher levels of financial well-being. Supplementary investigation into this finding reveals that this disguises a very different experience among Metropolitan Statistical Areas (MSAs) with higher levels of financial wellbeing, in which lower sprawl corresponds more strongly to higher levels of financial well-being. While the evidence is not unimpeachable, these findings lend some support to conventional anti-sprawl urban planning wisdom for American cities.",2018-03-05T07:47:42Z,Journal Article,"Lee, Wen Hao| Ambrey, Christopher| Pojani, Dorina|",10.1016/j.cities.2018.02.023,2018-03-05T00:00:00Z,2018-01-01T00:00:00Z,Article (original research),"Kidlington, Oxford United Kingdom",Pergamon Press,Inequality| United States| Urban sprawl| USA| Well-being|,"3303 Development| 3312 Sociology and Political Science| 3322 Urban Studies| 1409 Tourism, Leisure and Hospitality Management|"
68,UQ:684541,"Reexamining transport poverty, job access, and gender issues in Central and Eastern Europe",Journal Article,"Tirana, the Balkan capital examined in this study, displays patterns of gendered job search behavior and access, which are unique within contemporary Europe and even within post-socialist Central and Eastern Europe. Here, it is a rather spatially constricted job search range rather than transport poverty that prevents women living in first-ring suburbs from attaining satisfactory employment. Female commutes are extraordinarily short and most often on foot. While the city now has nearly one million inhabitants and a high car ownership rate, and is located in Europe, the employment and mobility choices and behaviors of its female residents resemble those in developing rather than developed countries, and in small rather than large cities. The reasons underpinning this situation have more to do with socio-cultural gender barriers and less with transport poverty or labor market weaknesses. This finding might apply to other Balkan capitals or cities outside Europe, which have recently experienced large waves of internal migration and where both existing residents and newcomers have not yet adjusted to big city life.",2017-09-12T04:50:16Z,Journal Article,"Pojani, Elona| Boussauw, Kobe| Pojani, Dorina |",10.1080/0966369X.2017.1372382,2017-09-11T00:00:00Z,2017-01-01T00:00:00Z,Article (original research),"Abingdon, Oxon, United Kingdom",Routledge,Arts and Humanities (miscellaneous)| Cultural Studies| Demography| Gender Studies|,3318 Gender Studies| 3317 Demography| 3316 Cultural Studies| 1201 Arts and Humanities (miscellaneous)|
69,UQ:1367ea8,When WestEast planning policy advice fails to gain traction,Journal Article,"This article focuses on west-east planning policy transfers in Europe the movementof ideas, principles, priorities, and processes related to the development,implementation and evaluation of planning policy. It examines the case of Albania,where various activities to promote the transfer of policy have taken place over the lastquarter century. Since the end of communism in 1990, foreign consultants have beeninvolved in providing advice on a range of policy issues, including urban and regionalplanning. Drawing on a survey of consultants with direct experience of providingpolicy advice in Albania, the article explores the impact of west-east planning policytransfer and the key barriers it has faced.",2018-12-05T01:06:39Z,Journal Article,"Pojani, Dorina| Stead, Dominic|",10.1080/09640568.2018.1497586,2018-11-28T00:00:00Z,2019-07-03T00:00:00Z,Article (original research),"Abingdon, Oxfordshire United Kingdom",Routledge,"Geography, Planning and Development| Management, Monitoring, Policy and Law| General Environmental Science| Water Science and Technology| Fluid Flow and Transfer Processes|","3305 Geography, Planning and Development| 2312 Water Science and Technology| 2300 Environmental Science| 1507 Fluid Flow and Transfer Processes| 2308 Management, Monitoring, Policy and Law|"
70,UQ:720311,Is transit-oriented development (TOD) an internationally transferable policy concept?,Journal Article,"Many cities and regions have embraced the concept of transit-oriented development (TOD). This paper explores how transfer of TOD as a policy concept impacts its implementation in the Netherlands. The study determined international policy ideas and tools that have contributed to implementation and tested them with Dutch experts using workshops, serious gaming and design charrettes. The findings suggest a number of factors complicating policy transfer, and that softer transferable lessons (e.g., good actor relationships, information sharing) are much more difficult to transfer than harder technical tools. Using policy lessons and tools in learning exercises helps to develop contextually appropriate policy solutions.",2018-02-13T00:03:39Z,Journal Article,"Thomas, Ren| Pojani, Dorina| Lenferink, Sander| Bertolini, Luca| Stead, Dominic| van der Krabben, Erwin|",10.1080/00343404.2018.1428740,2018-02-12T00:00:00Z,2018-01-01T00:00:00Z,Article (original research),"Abingdon, Oxon United Kingdom",Routledge,Transit orientated development (TOD)| Implementation| Policy transfer| Financing tools|,2300 Environmental Science| 3300 Social Sciences|
71,UQ:730989,The symbolism of eco cars across national cultures: Potential implications for policy formulation and transfer,Journal Article,"Transport choices are not merely practical decisions but steeped in cultural and societal perceptions. Understanding these latent drivers of behaviour will allow countries to develop and import policies to more successfully promote sustainable transport. Transport symbolism what people believe their ownership or use of a mode connotes to others about their societal position has been shown to be one such, non-trivial, hidden motivator. In the case of hybrid and electric cars (eco cars), studies have demonstrated how their symbolic value varies within a society among different social groups. As yet, however, there has been scant research into comparing how the symbolism of a mode varies across national cultures, horizontally, between individuals with similar socio-demographic characteristics. Through qualitative thematic analysis, this study utilises two of Hofstede's cross-cultural indices power differential and individualism versus collectivism to develop and strengthen theory on how the differing symbolism of eco cars currently varies between four cultural clusters Anglo, Nordic, Confucian and South Asian. It also deliberates how observed symbolic qualitative differences may influence an individual or group choice to procure eco cars. Finally, it discusses how policy development, transfer and marketing, within the context of eco cars, may need to be modified by national governments, in the Confucian and South Asian cultures, so as to encourage uptake and modal shift.",2018-07-02T00:28:31Z,Journal Article,"Ashmore, David | Pojani, Dorina | Thoreau, Roselle | Christie, Nicola | Tyler, Nicholas |",10.1016/j.trd.2018.06.024,2018-08-01T00:00:00Z,2018-01-01T00:00:00Z,Article (original research),"Kidlington, Oxford United Kingdom",Pergamon Press,General Environmental Science| Transportation|,2205 Civil and Structural Engineering| 3313 Transportation| 2300 Environmental Science|
72,UQ:508ebd3,The place of public space in the lives of Middle Eastern women migrants in Australia,Journal Article,"For Middle Eastern migrants to Australia, the process of acculturation is compounded by Islamophobia, which is on the rise, with many incidents occurring in public spaces and targeting women. Through in-depth interviews, this paper examines how women migrants from the Middle East, especially Muslim ones, are affected. The study finds that Middle Eastern women migrants have a different perspective on public space compared to local populations, and this difference stems from their cultural, political and religious backgrounds. These findings can help cities create inclusive and culturally-sensitive public spaces, which catalyze a sense of belonging and sense of place among migrants.",2018-08-20T16:28:10Z,Journal Article,"Gholamhosseini, Roja| Pojani, Dorina| Mateo Babiano, Iderlina| Johnson, Laurel| Minnery, John|",10.1080/13574809.2018.1498293,2018-08-20T00:00:00Z,2018-01-01T00:00:00Z,Article (original research),"Abingdon, Oxon, United Kingdom",Routledge,"Geography, Planning and Development| Arts and Humanities (miscellaneous)| Urban Studies|","3305 Geography, Planning and Development| 1201 Arts and Humanities (miscellaneous)| 3322 Urban Studies|"
73,UQ:734062,Weather and cycling in New York: The case of Citibike,Journal Article,"This study maps and models the effect of weather on cycling in New York whilst controlling for several built and natural environment characteristics and temporal factors. To this end, we draw on 12months of disaggregate trip data from the Citibike public bicycle sharing scheme (PBSP) in New York, currently the largest public bicycle sharing system in the United States, and spatially integrate these data with information on land use, bicycle infrastructure, topography, calendar events and weather. Overall, we find that weather impacts cycling rates more than topography, infrastructure, land use mix, calendar events, and peaks. The policy implication is that, in northern latitudes which experience inclement weather for extended periods, creating state-of-the-art cycling infrastructure - sheltered, promptly cleared from snow, and potentially heated - may be much more important than in warm and sunny places if planners are to succeed in getting people out of their cars.",2019-05-08T03:26:51Z,Journal Article,"An, Ran | Zahnow, Renee | Pojani, Dorina | Corcoran, Jonathan |",10.1016/j.jtrangeo.2019.04.016,2019-05-08T00:00:00Z,2019-05-01T00:00:00Z,Article (original research),"Oxford, United Kingdom",Pergamon Press,Bikesharing| Citibike| Cycling| New York| Weather|,"3305 Geography, Planning and Development| 3313 Transportation| 2300 Environmental Science|"
74,UQ:733237,Urban design quality and walkability: an audit of suburban high streets in an Australian city,Journal Article,"If well planned and designed, suburban high streets can fulfil important economic functions and carry social significance, in addition to allowing for the passage of traffic. However, in newer cities which have been built around the automobile, suburban high streets have struggled to attract and retain customers. This study quantitatively assesses the design quality of suburban high streets in Brisbane, Australia, employing an existing framework. The results suggest that a lack of vitality and walkability in Brisbanes suburban high streets is due to their low urban design quality.",2019-01-15T03:37:35Z,Journal Article,"Hooi, Enshan| Dorina Pojani|",10.1080/13574809.2018.1554996,2019-01-14T00:00:00Z,2020-01-01T00:00:00Z,Article (original research),"Abingdon, Oxon, United Kingdom",Routledge,"Geography, Planning and Development| Arts and Humanities (miscellaneous)| Urban Studies|","3305 Geography, Planning and Development| 1201 Arts and Humanities (miscellaneous)| 3322 Urban Studies|"
75,UQ:417919,Do northwestern and southeastern Europe share a common cycling mindset? Comparative analysis of beliefs toward cycling in the Netherlands and the Balkans,Journal Article,"Employing the theory of planned behavior for guidance, this study explores the similarities and differences in beliefs about the decisions to commute by bicycle to work in three small, cycling-oriented cities: Gouda (The Netherlands), Shkodra (Albania), and Peja (Kosovo). The setting in the Balkan Peninsula, a less developed region of Europe which has been more rarely the subject of scientific inquiry, has the potential to offer applicability to (smaller) developing cities. The study identifies the following themes or beliefs related to cycling: (1) health and exercise (2) environment (3) safety (4) enjoyment (5) convenience and practicality (6) financial savings (7) pride and tradition (8) status and image and (9) female independence. The findings suggest that, in developing cities changes to the physical environment alone although crucial - are likely to be insufficient if travel modes are to shift toward active transport. To this end attitudes and perceptions need to be tackled as well. In promoting cycling, policy makers need to strike a fine balance between the concept of the bicycle as an economical mode and as a trendy one. The most promising way forward appears to be a combination of public infrastructure investments, cycling tracks in particular, and social marketing strategies to alter travel behavior.",2017-01-17T00:41:16Z,Journal Article,"Pojani, Dorina| Bakija, Dukagjin| Shkreli, Entela| Corcoran, Jonathan| Mateo-Babiano, Iderlina|",10.18757/ejtir.2017.17.1.3178,2017-01-01T00:00:00Z,2017-01-09T00:00:00Z,Article (original research),"Delft, Netherlands",Delft University of Technology,Albania| Behavioral studies| Cultural aspects| Cycling| Kosovo| Policy transfer| The Netherlands| Work commute|,"3305 Geography, Planning and Development| 3313 Transportation| 3322 Urban Studies|"
76,UQ:d12d996,How does weather affect bikeshare use? A comparative analysis of forty cities across climate zones,Journal Article,"This study examines the effect of weather on bikeshare use. We employ data from forty Public Bicycle Sharing Programs located in forty cities (16 countries) across five different climate zones, spanning tropical to boreal climates. Our curated dataset is longitudinal and consists of nearly 100 million cycling trips. Key findings include: (a) the most significant variable, particularly on weekdays, is the time of day, followed by precipitation; (b) in most cities, usage increases on weekdays and weekends up to a point around 27 to 28C, before declining; (c) usage by hour usually follows a bimodal or trimodal daily pattern on weekdays, except for schemes which are too small to serve a commuter function (weekend and weekday usage is similar in small schemes); (d) weekend usage peaks at around 2 to 3pm in most schemes, except those in hotter climates where the peak is around 5pm; (e) precipitation negatively affects female ridership more than male ridership; and, (f) a changing climate is likely to affect cycling by boosting ridership in cold climates and lowering ridership in warm climates, but the effects will likely be small. In the spirit of reproducibility, all data and R code are publicly available.",2021-08-13T04:57:44Z,Journal Article,"Bean, Richard | Pojani, Dorina | Corcoran, Jonathan |",10.1016/j.jtrangeo.2021.103155,2021-07-01T00:00:00Z,2021-07-01T00:00:00Z,Article (original research),"Oxford, United Kingdom",Elsevier,"Geography, Planning and Development| General Environmental Science| Transportation|",
